Order Id;Shipping Mode;Delivery Status;Late_delivery_risk;Days for shipping (real);Days for shipment (scheduled);shipping date (DateOrders)
56218;Second Class;Late delivery;1;4;2;4/4/2017 15:19
59209;Second Class;Late delivery;1;5;2;5/19/2017 7:11
3571;Second Class;Shipping on time;0;2;2;2/24/2015 2:43
37;Second Class;Late delivery;1;3;2;1/4/2015 12:36
51686;Second Class;Shipping on time;0;2;2;1/26/2017 11:33
1453;Second Class;Late delivery;1;4;2;1/26/2015 4:42
54619;Second Class;Late delivery;1;5;2;3/13/2017 7:07
61080;Second Class;Late delivery;1;6;2;6/16/2017 14:41
6324;Second Class;Late delivery;1;5;2;4/8/2015 7:13
6145;Second Class;Late delivery;1;6;2;4/6/2015 16:31
8830;Second Class;Late delivery;1;6;2;5/15/2015 21:11
59276;Second Class;Shipping on time;0;2;2;5/17/2017 6:40
4122;Second Class;Late delivery;1;3;2;3/5/2015 3:46
3056;Second Class;Shipping on time;0;2;2;2/16/2015 14:18
7348;Second Class;Late delivery;1;4;2;4/22/2015 5:58
58770;Second Class;Late delivery;1;6;2;5/13/2017 21:23
52669;Second Class;Late delivery;1;5;2;2/12/2017 19:56
74539;Second Class;Late delivery;1;5;2;12/29/2017 1:58
74569;Second Class;Late delivery;1;5;2;12/29/2017 12:29
74713;Second Class;Late delivery;1;4;2;12/30/2017 14:56
75716;Second Class;Shipping on time;0;2;2;1/12/2018 6:20
73048;Second Class;Late delivery;1;4;2;12/6/2017 7:37
30416;Second Class;Shipping on time;0;2;2;3/21/2016 23:43
41899;Second Class;Late delivery;1;5;2;9/8/2016 14:44
50258;Second Class;Late delivery;1;4;2;1/7/2017 15:15
76927;Second Class;Late delivery;1;3;2;1/30/2018 22:36
30019;Second Class;Late delivery;1;5;2;3/19/2016 4:38
27486;Second Class;Shipping on time;0;2;2;2/8/2016 5:13
76925;Second Class;Late delivery;1;6;2;2/2/2018 21:54
24444;Second Class;Late delivery;1;5;2;12/28/2015 19:28
74905;Second Class;Late delivery;1;6;2;1/4/2018 10:12
29001;Second Class;Shipping on time;0;2;2;3/1/2016 7:59
22868;Second Class;Late delivery;1;4;2;12/4/2015 19:19
76922;Second Class;Late delivery;1;3;2;1/30/2018 20:51
29542;Second Class;Late delivery;1;3;2;3/10/2016 5:31
30240;Second Class;Late delivery;1;6;2;3/23/2016 10:04
28189;Second Class;Late delivery;1;5;2;2/21/2016 11:30
74416;Second Class;Shipping on time;0;2;2;12/24/2017 6:53
20948;Second Class;Late delivery;1;4;2;11/6/2015 18:40
24910;Second Class;Late delivery;1;6;2;1/5/2016 14:43
21564;Second Class;Late delivery;1;5;2;11/16/2015 18:28
28281;Second Class;Shipping on time;0;2;2;2/19/2016 19:44
51105;Second Class;Late delivery;1;6;2;1/22/2017 0:00
24958;Second Class;Late delivery;1;4;2;1/4/2016 7:32
24897;Second Class;Late delivery;1;3;2;1/2/2016 10:10
20984;Second Class;Late delivery;1;5;2;11/8/2015 7:16
74842;Second Class;Late delivery;1;3;2;12/31/2017 12:08
46232;Second Class;Late delivery;1;3;2;11/8/2016 20:46
76913;Second Class;Late delivery;1;4;2;1/31/2018 17:41
48574;Second Class;Late delivery;1;5;2;12/15/2016 1:17
25327;Second Class;Late delivery;1;3;2;1/8/2016 16:49
23331;Second Class;Shipping on time;0;2;2;12/9/2015 13:32
21572;Second Class;Late delivery;1;3;2;11/14/2015 21:16
71961;Second Class;Shipping on time;0;2;2;11/18/2017 10:47
72046;Second Class;Shipping on time;0;2;2;11/19/2017 16:34
72044;Second Class;Late delivery;1;5;2;11/22/2017 15:52
25103;Second Class;Late delivery;1;4;2;1/6/2016 10:20
21704;Second Class;Late delivery;1;5;2;11/18/2015 19:31
24504;Second Class;Late delivery;1;5;2;12/29/2015 16:29
27769;Second Class;Late delivery;1;5;2;2/15/2016 8:22
30079;Second Class;Late delivery;1;5;2;3/20/2016 1:39
47328;Second Class;Late delivery;1;4;2;11/25/2016 20:45
25173;Second Class;Late delivery;1;4;2;1/7/2016 10:52
25358;Second Class;Late delivery;1;4;2;1/10/2016 3:41
25414;Second Class;Late delivery;1;5;2;1/11/2016 23:18
72725;Second Class;Late delivery;1;6;2;12/3/2017 14:27
72756;Second Class;Shipping on time;0;2;2;11/30/2017 1:19
76395;Second Class;Late delivery;1;6;2;1/26/2018 4:13
76448;Second Class;Late delivery;1;4;2;1/24/2018 22:47
75441;Second Class;Shipping on time;0;2;2;1/8/2018 5:59
72818;Second Class;Late delivery;1;4;2;12/2/2017 23:02
40768;Second Class;Late delivery;1;4;2;8/22/2016 2:29
34436;Second Class;Shipping on time;0;2;2;5/19/2016 16:06
40361;Second Class;Shipping on time;0;2;2;8/14/2016 3:54
39796;Second Class;Shipping on time;0;2;2;8/5/2016 21:57
32620;Second Class;Late delivery;1;6;2;4/27/2016 3:53
40831;Second Class;Shipping on time;0;2;2;8/21/2016 0:34
36953;Second Class;Late delivery;1;4;2;6/27/2016 9:55
36951;Second Class;Shipping on time;0;2;2;6/25/2016 9:13
35023;Second Class;Late delivery;1;4;2;5/30/2016 5:46
37957;Second Class;Late delivery;1;3;2;7/11/2016 1:40
32306;Second Class;Shipping on time;0;2;2;4/18/2016 13:52
34222;Second Class;Late delivery;1;3;2;5/17/2016 13:08
40335;Second Class;Late delivery;1;6;2;8/17/2016 18:47
33423;Second Class;Late delivery;1;4;2;5/6/2016 21:12
40771;Second Class;Shipping on time;0;2;2;8/20/2016 3:32
31924;Second Class;Late delivery;1;5;2;4/16/2016 0:02
40769;Second Class;Late delivery;1;5;2;8/23/2016 2:50
31923;Second Class;Late delivery;1;4;2;4/14/2016 23:41
39847;Second Class;Late delivery;1;3;2;8/7/2016 15:49
32761;Second Class;Shipping on time;0;2;2;4/25/2016 5:17
36392;Second Class;Late delivery;1;3;2;6/18/2016 5:23
32621;Second Class;Shipping on time;0;2;2;4/23/2016 4:14
44375;Second Class;Late delivery;1;6;2;10/15/2016 18:11
46840;Second Class;Late delivery;1;6;2;11/20/2016 17:47
19147;Second Class;Late delivery;1;3;2;10/10/2015 11:41
63298;Second Class;Late delivery;1;4;2;7/16/2017 23:45
68582;Second Class;Late delivery;1;3;2;10/1/2017 2:58
65802;Second Class;Late delivery;1;3;2;8/21/2017 13:01
52365;Second Class;Late delivery;1;6;2;2/9/2017 9:26
9592;Second Class;Late delivery;1;3;2;5/24/2015 0:09
59563;Second Class;Late delivery;1;4;2;5/23/2017 11:13
25534;Second Class;Late delivery;1;5;2;1/13/2016 17:20
21246;Second Class;Shipping on time;0;2;2;11/9/2015 3:04
20304;Second Class;Late delivery;1;5;2;10/29/2015 9:02
23080;Second Class;Late delivery;1;6;2;12/9/2015 21:36
26312;Second Class;Late delivery;1;3;2;1/23/2016 1:54
36330;Second Class;Late delivery;1;6;2;6/20/2016 7:40
37864;Second Class;Late delivery;1;5;2;7/11/2016 17:05
35540;Second Class;Late delivery;1;6;2;6/8/2016 18:53
42890;Second Class;Late delivery;1;6;2;9/24/2016 1:55
50312;Second Class;Late delivery;1;3;2;1/7/2017 10:11
56319;Second Class;Late delivery;1;5;2;4/7/2017 2:42
54377;Second Class;Late delivery;1;3;2;3/7/2017 18:20
58161;Second Class;Shipping on time;0;2;2;5/1/2017 0:02
8643;Second Class;Late delivery;1;4;2;5/11/2015 3:40
3124;Second Class;Late delivery;1;5;2;2/20/2015 14:07
52499;Second Class;Late delivery;1;5;2;2/10/2017 8:23
29674;Second Class;Late delivery;1;5;2;3/14/2016 3:46
42898;Second Class;Late delivery;1;4;2;9/22/2016 4:43
21251;Second Class;Shipping on time;0;2;2;11/9/2015 4:49
25055;Second Class;Late delivery;1;6;2;1/7/2016 17:31
33076;Second Class;Shipping on time;0;2;2;4/29/2016 19:38
46839;Second Class;Late delivery;1;5;2;11/19/2016 17:26
66212;Second Class;Late delivery;1;3;2;8/27/2017 12:39
64382;Second Class;Late delivery;1;3;2;7/31/2017 19:31
20015;Second Class;Late delivery;1;6;2;10/26/2015 3:47
68705;Second Class;Late delivery;1;6;2;10/5/2017 22:04
15254;Second Class;Late delivery;1;5;2;8/16/2015 15:48
17420;Second Class;Late delivery;1;6;2;9/18/2015 6:39
2159;Second Class;Late delivery;1;5;2;2/6/2015 12:02
55646;Second Class;Shipping on time;0;2;2;3/25/2017 6:55
23660;Second Class;Late delivery;1;6;2;12/18/2015 8:48
31247;Second Class;Late delivery;1;3;2;4/4/2016 2:51
32748;Second Class;Late delivery;1;4;2;4/27/2016 0:43
35784;Second Class;Late delivery;1;5;2;6/11/2016 8:22
36728;Second Class;Late delivery;1;4;2;6/24/2016 3:06
32863;Second Class;Late delivery;1;4;2;4/28/2016 17:01
40386;Second Class;Shipping on time;0;2;2;8/14/2016 12:39
33327;Second Class;Late delivery;1;3;2;5/4/2016 11:34
13359;Second Class;Late delivery;1;5;2;7/19/2015 23:54
18295;Second Class;Late delivery;1;6;2;10/1/2015 1:12
12073;Second Class;Late delivery;1;4;2;6/30/2015 5:21
44551;Second Class;Shipping on time;0;2;2;10/14/2016 7:50
29079;Second Class;Late delivery;1;5;2;3/5/2016 11:19
48881;Second Class;Shipping on time;0;2;2;12/16/2016 12:50
23047;Second Class;Late delivery;1;3;2;12/6/2015 10:02
20345;Second Class;Late delivery;1;6;2;10/30/2015 23:24
46300;Second Class;Late delivery;1;6;2;11/12/2016 20:36
36893;Second Class;Late delivery;1;4;2;6/26/2016 12:54
50351;Standard Class;Advance shipping;0;2;4;1/6/2017 23:50
48129;Standard Class;Late delivery;1;5;4;12/8/2016 13:22
41524;Standard Class;Late delivery;1;5;4;9/3/2016 3:21
43843;Standard Class;Shipping on time;0;4;4;10/5/2016 23:48
41525;Standard Class;Late delivery;1;6;4;9/4/2016 3:42
46217;Standard Class;Advance shipping;0;3;4;11/8/2016 15:31
42564;Standard Class;Late delivery;1;5;4;9/18/2016 7:42
48492;Standard Class;Advance shipping;0;3;4;12/11/2016 20:33
48005;Standard Class;Late delivery;1;6;4;12/7/2016 17:56
47713;Standard Class;Shipping on time;0;4;4;12/1/2016 11:38
42913;Standard Class;Shipping on time;0;4;4;9/22/2016 9:59
41682;Standard Class;Advance shipping;0;3;4;9/3/2016 10:42
50171;Standard Class;Advance shipping;0;2;4;1/4/2017 8:47
50178;Standard Class;Shipping on time;0;4;4;1/6/2017 11:14
47947;Standard Class;Advance shipping;0;3;4;12/3/2016 21:37
50985;Standard Class;Late delivery;1;6;4;1/20/2017 5:57
42254;Standard Class;Late delivery;1;5;4;9/13/2016 19:06
47550;Standard Class;Late delivery;1;6;4;12/1/2016 2:31
48315;Standard Class;Late delivery;1;6;4;12/12/2016 6:32
46242;Standard Class;Advance shipping;0;3;4;11/9/2016 0:16
50167;Standard Class;Advance shipping;0;3;4;1/5/2017 7:23
44858;Standard Class;Shipping on time;0;4;4;10/20/2016 19:24
48758;Standard Class;Shipping on time;0;4;4;12/16/2016 17:44
49406;Standard Class;Advance shipping;0;2;4;12/24/2016 4:46
46668;Standard Class;Shipping on time;0;4;4;11/16/2016 5:31
44606;Standard Class;Advance shipping;0;2;4;10/15/2016 3:07
47874;Standard Class;Late delivery;1;5;4;12/4/2016 20:02
70848;Standard Class;Shipping on time;0;4;4;11/4/2017 4:51
70722;Standard Class;Advance shipping;0;3;4;11/1/2017 8:42
70721;Standard Class;Advance shipping;0;2;4;10/31/2017 8:21
70665;Standard Class;Late delivery;1;6;4;11/3/2017 12:44
70592;Standard Class;Advance shipping;0;3;4;10/30/2017 11:10
70660;Standard Class;Late delivery;1;6;4;11/3/2017 10:59
70513;Standard Class;Shipping on time;0;4;4;10/30/2017 7:29
71118;Standard Class;Shipping on time;0;4;4;11/8/2017 3:27
70816;Standard Class;Advance shipping;0;2;4;11/1/2017 17:38
70636;Standard Class;Advance shipping;0;2;4;10/30/2017 2:35
66807;First Class;Late delivery;1;2;1;9/4/2017 5:07
14218;First Class;Late delivery;1;2;1;7/29/2015 12:50
14110;First Class;Late delivery;1;2;1;7/27/2015 23:00
69114;First Class;Late delivery;1;2;1;10/7/2017 21:21
69112;First Class;Late delivery;1;2;1;10/7/2017 20:39
69037;First Class;Late delivery;1;2;1;10/6/2017 18:23
68905;First Class;Late delivery;1;2;1;10/4/2017 20:08
69367;First Class;Late delivery;1;2;1;10/11/2017 13:59
69366;First Class;Late delivery;1;2;1;10/11/2017 13:38
53301;First Class;Late delivery;1;2;1;2/19/2017 1:21
8585;First Class;Late delivery;1;2;1;5/8/2015 7:21
7907;First Class;Late delivery;1;2;1;4/28/2015 9:49
4060;First Class;Late delivery;1;2;1;3/3/2015 6:02
55784;First Class;Late delivery;1;2;1;3/27/2017 7:16
60230;First Class;Late delivery;1;2;1;5/31/2017 4:54
54329;First Class;Late delivery;1;2;1;3/6/2017 1:31
4212;First Class;Late delivery;1;2;1;3/5/2015 11:18
8440;First Class;Late delivery;1;2;1;5/6/2015 4:33
5967;First Class;Late delivery;1;2;1;3/31/2015 2:09
54343;First Class;Late delivery;1;2;1;3/6/2017 6:25
6612;First Class;Late delivery;1;2;1;4/9/2015 12:07
120;First Class;Late delivery;1;2;1;1/4/2015 17:41
60897;First Class;Late delivery;1;2;1;6/9/2017 22:34
2711;First Class;Late delivery;1;2;1;2/11/2015 13:26
9802;First Class;Late delivery;1;2;1;5/26/2015 1:43
57787;First Class;Late delivery;1;2;1;4/25/2017 13:00
55703;First Class;Late delivery;1;2;1;3/26/2017 2:53
9176;First Class;Late delivery;1;2;1;5/16/2015 22:24
8105;First Class;Late delivery;1;2;1;5/1/2015 7:11
53419;First Class;Late delivery;1;2;1;2/20/2017 18:42
53146;First Class;Late delivery;1;2;1;2/16/2017 19:03
55573;First Class;Late delivery;1;2;1;3/24/2017 5:20
54814;First Class;Late delivery;1;2;1;3/13/2017 3:26
2824;First Class;Late delivery;1;2;1;2/13/2015 5:01
5879;First Class;Late delivery;1;2;1;3/29/2015 19:19
54961;First Class;Late delivery;1;2;1;3/15/2017 6:56
1827;First Class;Late delivery;1;2;1;1/29/2015 15:43
4315;First Class;Late delivery;1;2;1;3/6/2015 23:23
6079;First Class;Late delivery;1;2;1;4/1/2015 17:23
52779;First Class;Late delivery;1;2;1;2/11/2017 10:29
687;First Class;Late delivery;1;2;1;1/13/2015 0:20
7173;First Class;Late delivery;1;2;1;4/17/2015 16:40
430;First Class;Late delivery;1;2;1;1/9/2015 6:17
3432;First Class;Late delivery;1;2;1;2/22/2015 2:01
827;First Class;Late delivery;1;2;1;1/15/2015 1:23
60921;First Class;Late delivery;1;2;1;6/10/2017 6:59
6849;First Class;Late delivery;1;2;1;4/12/2015 23:09
8111;First Class;Late delivery;1;2;1;5/1/2015 9:17
2138;First Class;Late delivery;1;2;1;2/3/2015 4:41
54894;First Class;Late delivery;1;2;1;3/14/2017 7:27
60920;First Class;Late delivery;1;2;1;6/10/2017 6:38
54183;First Class;Late delivery;1;2;1;3/3/2017 22:22
5989;First Class;Late delivery;1;2;1;3/31/2015 9:51
58449;First Class;Late delivery;1;2;1;5/5/2017 4:56
53299;First Class;Late delivery;1;2;1;2/19/2017 0:39
9783;First Class;Late delivery;1;2;1;5/25/2015 19:04
9438;First Class;Late delivery;1;2;1;5/20/2015 18:12
55626;First Class;Late delivery;1;2;1;3/24/2017 23:54
61472;First Class;Late delivery;1;2;1;6/18/2017 8:01
6026;First Class;Late delivery;1;2;1;3/31/2015 22:49
4213;First Class;Late delivery;1;2;1;3/5/2015 11:39
55433;First Class;Late delivery;1;2;1;3/22/2017 4:17
53824;First Class;Late delivery;1;2;1;2/26/2017 16:35
9423;First Class;Late delivery;1;2;1;5/20/2015 12:56
7952;First Class;Late delivery;1;2;1;4/29/2015 1:35
265;First Class;Late delivery;1;2;1;1/6/2015 20:29
6836;First Class;Late delivery;1;2;1;4/12/2015 18:36
7818;First Class;Late delivery;1;2;1;4/27/2015 2:38
5897;First Class;Late delivery;1;2;1;3/30/2015 1:37
51479;First Class;Late delivery;1;2;1;1/23/2017 11:02
55473;First Class;Late delivery;1;2;1;3/22/2017 18:18
956;First Class;Late delivery;1;2;1;1/16/2015 22:34
55472;First Class;Late delivery;1;2;1;3/22/2017 17:57
54219;First Class;Late delivery;1;2;1;3/4/2017 10:58
2471;First Class;Late delivery;1;2;1;2/8/2015 1:21
55267;First Class;Late delivery;1;2;1;3/19/2017 18:08
61198;First Class;Late delivery;1;2;1;6/14/2017 8:02
53603;First Class;Late delivery;1;2;1;2/23/2017 11:10
59225;First Class;Late delivery;1;2;1;5/16/2017 12:48
58701;First Class;Late delivery;1;2;1;5/8/2017 21:13
52406;First Class;Late delivery;1;2;1;2/5/2017 23:48
9762;First Class;Late delivery;1;2;1;5/25/2015 11:42
56518;First Class;Late delivery;1;2;1;4/7/2017 0:25
55142;First Class;Late delivery;1;2;1;3/17/2017 22:20
1016;First Class;Late delivery;1;2;1;1/17/2015 19:35
5379;First Class;Late delivery;1;2;1;3/22/2015 12:09
59455;First Class;Late delivery;1;2;1;5/19/2017 21:23
3347;First Class;Late delivery;1;2;1;2/20/2015 20:15
61248;First Class;Late delivery;1;2;1;6/15/2017 1:33
57361;First Class;Late delivery;1;2;1;4/19/2017 7:45
6578;First Class;Late delivery;1;2;1;4/9/2015 0:12
57210;First Class;Late delivery;1;2;1;4/17/2017 2:51
4425;First Class;Late delivery;1;2;1;3/8/2015 13:55
53417;First Class;Late delivery;1;2;1;2/20/2017 18:00
2018;First Class;Late delivery;1;2;1;2/1/2015 10:38
61023;First Class;Late delivery;1;2;1;6/11/2017 18:43
58779;First Class;Late delivery;1;2;1;5/10/2017 0:33
9499;First Class;Late delivery;1;2;1;5/21/2015 15:34
8511;First Class;Late delivery;1;2;1;5/7/2015 5:25
58928;First Class;Late delivery;1;2;1;5/12/2017 4:45
6791;First Class;Late delivery;1;2;1;4/12/2015 2:50
3530;First Class;Late delivery;1;2;1;2/23/2015 12:21
56199;First Class;Late delivery;1;2;1;4/2/2017 8:39
58539;First Class;Late delivery;1;2;1;5/6/2017 12:28
56723;First Class;Late delivery;1;2;1;4/10/2017 0:14
4209;First Class;Late delivery;1;2;1;3/5/2015 10:14
58047;First Class;Late delivery;1;2;1;4/29/2017 8:05
7831;First Class;Late delivery;1;2;1;4/27/2015 7:11
7039;First Class;Late delivery;1;2;1;4/15/2015 17:43
631;First Class;Late delivery;1;2;1;1/12/2015 4:43
57091;First Class;Late delivery;1;2;1;4/15/2017 9:10
3425;First Class;Late delivery;1;2;1;2/21/2015 23:34
59449;First Class;Late delivery;1;2;1;5/19/2017 19:16
8335;First Class;Late delivery;1;2;1;5/4/2015 15:46
5853;First Class;Late delivery;1;2;1;3/29/2015 10:12
9604;First Class;Late delivery;1;2;1;5/23/2015 4:21
8569;First Class;Late delivery;1;2;1;5/8/2015 1:45
2927;First Class;Late delivery;1;2;1;2/14/2015 17:06
5616;First Class;Late delivery;1;2;1;3/25/2015 23:11
1066;First Class;Late delivery;1;2;1;1/18/2015 13:07
54355;First Class;Late delivery;1;2;1;3/6/2017 10:37
54773;First Class;Late delivery;1;2;1;3/12/2017 13:04
59698;First Class;Late delivery;1;2;1;5/23/2017 10:31
60260;First Class;Late delivery;1;2;1;5/31/2017 15:24
7086;First Class;Late delivery;1;2;1;4/16/2015 10:11
60084;First Class;Late delivery;1;2;1;5/29/2017 1:45
9684;First Class;Late delivery;1;2;1;5/24/2015 8:23
8092;First Class;Late delivery;1;2;1;5/1/2015 2:38
2451;First Class;Late delivery;1;2;1;2/7/2015 18:20
53726;First Class;Late delivery;1;2;1;2/25/2017 6:15
51915;First Class;Late delivery;1;2;1;1/29/2017 19:47
51348;First Class;Late delivery;1;2;1;1/21/2017 13:08
1060;First Class;Late delivery;1;2;1;1/18/2015 11:00
57780;First Class;Late delivery;1;2;1;4/25/2017 10:33
1679;First Class;Late delivery;1;2;1;1/27/2015 11:52
24923;First Class;Late delivery;1;2;1;1/1/2016 19:17
24624;First Class;Late delivery;1;2;1;12/28/2015 10:32
28595;First Class;Late delivery;1;2;1;2/24/2016 9:45
23016;First Class;Late delivery;1;2;1;12/4/2015 23:10
45710;First Class;Late delivery;1;2;1;10/31/2016 5:53
20959;First Class;Late delivery;1;2;1;11/4/2015 22:31
27379;First Class;Late delivery;1;2;1;2/6/2016 15:43
28597;First Class;Late delivery;1;2;1;2/24/2016 10:27
22669;First Class;Late delivery;1;2;1;11/29/2015 21:36
42295;First Class;Late delivery;1;2;1;9/11/2016 9:28
76311;First Class;Late delivery;1;2;1;1/20/2018 22:47
75350;First Class;Late delivery;1;2;1;1/6/2018 22:06
74595;First Class;Late delivery;1;2;1;12/26/2017 21:36
74661;First Class;Late delivery;1;2;1;12/27/2017 20:43
74498;First Class;Late delivery;1;2;1;12/25/2017 11:37
72986;First Class;Late delivery;1;2;1;12/3/2017 9:53
75529;First Class;Late delivery;1;2;1;1/9/2018 12:49
73064;First Class;Late delivery;1;2;1;12/4/2017 13:13
73063;First Class;Late delivery;1;2;1;12/4/2017 12:52
73026;First Class;Late delivery;1;2;1;12/3/2017 23:54
75645;First Class;Late delivery;1;2;1;1/11/2018 5:27
72202;First Class;Late delivery;1;2;1;11/21/2017 23:13
72189;First Class;Late delivery;1;2;1;11/21/2017 18:40
75260;First Class;Late delivery;1;2;1;1/5/2018 14:34
72203;First Class;Late delivery;1;2;1;11/21/2017 23:34
72131;First Class;Late delivery;1;2;1;11/20/2017 22:21
22974;First Class;Late delivery;1;2;1;12/4/2015 8:27
30671;First Class;Late delivery;1;2;1;3/25/2016 17:04
20700;First Class;Late delivery;1;2;1;11/1/2015 3:46
25952;First Class;Late delivery;1;2;1;1/16/2016 19:47
43894;First Class;Late delivery;1;2;1;10/4/2016 17:40
43850;First Class;Late delivery;1;2;1;10/4/2016 2:15
21232;First Class;Late delivery;1;2;1;11/8/2015 22:09
74946;First Class;Late delivery;1;2;1;1/1/2018 0:34
77199;First Class;Late delivery;1;2;1;2/2/2018 21:53
29785;First Class;Late delivery;1;2;1;3/12/2016 18:39
20979;First Class;Late delivery;1;2;1;11/5/2015 5:31
28780;First Class;Late delivery;1;2;1;2/27/2016 2:33
21288;First Class;Late delivery;1;2;1;11/9/2015 17:47
23957;First Class;Late delivery;1;2;1;12/18/2015 16:51
21323;First Class;Late delivery;1;2;1;11/10/2015 6:02
